index,substanceUsed,avgAmountUsed,avgAmountUsedUnit,amountUsed,measuringMethod,measuringTime,measuringDevice,refusedTesting,dateOfOffense,timeOfOffense,placeOfOffense,citySize,placeDetails,typeOfRoad,vehicleModel,vehicleType,checkedBy,reasonForCheck,reasonForCheckCategory,licenseStatus,lawBroken,note,sentence
107672880,alcohol,1.12,mg/l,1.05 mg/l; 1.20 mg/l,breath; breath,16:59; 17:20,AlcoQuant 6020 plus,False,24.06.2022,16:59,anonymized,,po ceste II/576 od obce N. v smere na obec Ď.,class_II,Škoda Octavia,car,OR PZ N.,bol zastavený a kontrolovaný,traffic_check,valid,,"Vozidlo malo evidenčné číslo G. a bolo šedej metalízy, a merací prístroj AlcoQuant 6020 plus mal evidenčné číslo A409959.","dňa 24.6.2022 v čase o 16:59 hod. v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom návykovej
látky, viedol osobné motorové vozidlo továrenskej značky Škoda Octavia, EVČ: G., šedej metalízy po
ceste II/576 od obce N. v smere na obec Ď., kde bol zastavený a kontrolovaný hliadkou OR PZ N., a
pri následnej kontrole bol podrobený dychovej skúške prístrojom AlcoQuant 6020 plus, ev. č. A409959,
ktorým sa určí objemové percento alkoholu v dychu, pričom podľa výsledku zápisu o dychovej skúške
mu bola v čase o 16:59 hod. nameraná koncentrácia 1,05 mg na liter alkoholu v dychu, opakovane v
čase o 17:20 hod. mu bola nameraná koncentrácia 1,20 mg na liter alkoholu v dychu,"
107674118,alcohol,0.86,mg/l,0.93 mg/l; 0.80 mg/l,breath; breath,23:14; 23:37,AlcoQuant XXXX plus,False,17.06.2022,23:08,Úľany nad Žitavou,,pri železničnej stanici,,Kia Sorento,car,Obvodného oddelenia Policajného zboru Šurany,kontrolovaný hliadkou,traffic_check,valid,,Vozidlo malo evidenčné číslo G.,"dňa 17.06.2022 v čase o 23.08 h viedol ako vodič po ceste medzi mestom Šurany a obcou Úľany nad Žitavou osobné motorové vozidlo značky Kia Sorento, evidenčného čísla G pričom bol v obci Úľany nad Žitavou pri železničnej stanici v čase o 23.10 h zastavený a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru Šurany, ktorou bol vyzvaný na podrobenie sa dychovej skúške na zistenie prítomnosti alkoholu v dychu, čomu vyhovel a dychovou skúškou vykonanou elektronickým meracím prístrojom - analyzátorom dychu typu AlcoQuant XXXX plus, výrobného čísla R mu v čase o 23.14 h dňa 17.06.2022 bola nameraná hodnota 0,93 miligramov etanolu na liter vydýchnutého vzduchu (1,94 promile) a opakovanou skúškou dňa 17.06.2022 o 23.37 h hodnota 0,80 miligramov etanolu na liter vydýchnutého vzduchu (1,67 promile),"
107684616,alcohol,0.54,mg/l,0.54 mg/l,breath,,AlcoQuant 6020 plus,False,22.06.2022,05:39,Harichovce,,"po miestnej komunikácii ulice Levočskej, v smere jazdy od mesta Spišská Nová Ves na mesto Levoča, pri futbalovom štadióne",urban,Hyundai i30,car,,cestnej kontroly,traffic_check,valid,,"Miesto priestupku bolo v okrese Spišská Nová Ves, vozidlo malo evidenčné číslo D.-XXXCV, elektronický merač AlcoQuant 6020 plus mal evidenčné číslo A409961 a nameraná hodnota alkoholu bola s klesajúcou hladinou.",", ž e  dňa 22. júna 2022 v čase pred 05:39 hod. v obci Harichovce, okres Spišská Nová Ves, po miestnej komunikácii ulice Levočskej, v smere jazdy od mesta Spišská Nová Ves na mesto Levoča, pri futbalovom štadióne, v stave vylučujúcom spôsobilosť viedol osobné motorové vozidlo továrenskej značky Hyundai i30, evidenčného čísla D.-XXXCV, po predchádzajúcom požití alkoholických nápojov, čo bolo zistené počas cestnej kontroly vykonaním dychovej skúšky prostredníctvom elektronického merača typu AlcoQuant 6020 plus, evidenčného čísla A409961, kedy mu bola v dychu nameraná hodnota 0,54 mg/l alkoholu s klesajúcou hladinou,"
107736189,alcohol,0.6,mg/l,0.60 mg/l,breath,,"AlcoQuant 6020, A409570",False,27.06.2022,06:09,Malacky,17467,ulici Oslobodenia,,anonymized,car,DO PZ Malacky,kontrola vozidla,traffic_check,valid,,Evidenčné číslo vozidla bolo MA-XXXCP.,", ž e  dňa 27.06.2022 v čase o 06.09 h. viedol v meste Malacky po ulici Oslobodenia osobné motorové vozidlo zn. L. O. N., EČ: MA-XXXCP, kde bol zastavený a kontrolovaný hliadkou DO PZ Malacky, ktorá ho podrobila dychovej skúške na prítomnosť alkoholu v dychu, pričom mu bola meračom AlcoQuant 6020, číslo A409570, zistená hodnota 0,60 mg/1 alkoholu v dychu,"
111465712,alcohol,0.84,mg/l,0.86 mg/l; 0.83 mg/l; 0.83 mg/l,breath; breath; breath,18:44; 19:12; 19:31,AlcoQuant 6020 Plus č. A408987,False,11.08.2022,18:40,Čaňa,,ulica Partizánska,urban,VW Tiguan,car,hliadkou PZ,kontrola hliadkou PZ,traffic_check,valid,,"Ďalšie informácie v texte zahŕňajú farbu vozidla (šedej metalízy), iniciály vodiča (M.: A.) a okres, v ktorom sa obec Čaňa nachádza (Košice-okolie).","dňa 11.08.2022 v čase o 18:40 hod. v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom návykovej
látky a to požitím alkoholických nápojov, viedol osobné motorové vozidlo zn. VW Tiguan, šedej metalízy,
M.: A., v obci Čaňa okres Košice-okolie po ulici Partizánskej, kde mu pri kontrole hliadkou PZ
elektronickým prístrojom AlcoQuant 6020 Plus č. A408987, ktorým sa určuje objemové percento
alkoholu v dychu, bola nameraná hodnota alkoholu v dychu a to 0,86 mg/l v čase o 18:44 hod. a
opakovanými kontrolami v čase o 19:12 hod. hodnota 0,83 mg/l, v čase o 19:31 hod. hodnota 0,83 mg/l"
108005904,alcohol,0.56,mg/l,0.56 mg/l,breath,,,False,27.06.2022,10:52,anonymized,,v smere od cesty XX/XXX,,Opel Astra,car,,,,valid,,Viedla vozidlo s evidenčným číslom D.,"dňa 27.06.2022 v čase o 10.52 h v Z. H. v smere od cesty XX/XXX viedla po požití alkoholu s výsledkom merania 0,56 miligramu etanolu na liter vydýchnutého vzduchu, osobné motorové vozidlo Opel Astra, ev. č. D.,"
116482733,alcohol,,,X.XX mg/l; 0.53 mg/l,breath; breath,XX:XX; 10:05,elektrochemický analyzátor dychu T. XXXX plus č. A 409549,False,16.11.2022,09:40,anonymized,,na ulici I.,class_II,anonymized,car,Okresného dopravného inšpektorátu v Trnave,zastavený a kontrolovaný policajnou hliadkou,traffic_check,valid,,Vozidlo malo evidenčné číslo HC XXXCO.,", ž e  dňa 16.11.2022 asi o 09.40 hod. po predchádzajúcej konzumácii alkoholických nápojov viedol osobné motorové vozidlo zn. H. C. s evidenčným číslom HC XXXCO po ceste II/XXX v O., kde na ulici I. bol zastavený a kontrolovaný policajnou hliadkou Okresného dopravného inšpektorátu v Trnave, následne bol podrobený dychovej skúške, pričom elektrochemický analyzátor dychu T. XXXX plus č. A 409549 v čase o XX.XX hod. nameral v jeho dychu X,XX mg/l alkoholu (v prepočte X,XX promile) a opakovanou dychovou skúškou o 10.05 hod. bol v jeho dychu zaznamenaný alkohol 0,53 mg/l (v prepočte 1,10 promile),"
111217875,alcohol,0.49,mg/l,0.49 mg/l; 0.47 mg/l; 0.50 mg/l,breath; breath; breath,n/a; n/a; n/a,AlcoQuant 6020 plus,False,26.03.2022,20:31,Pezinok,23034,ulici Dr. Bokeša,urban,Renault Clio,car,policajná hliadka,kontrole policajnou hliadkou,traffic_check,valid,,"Evidenčné číslo vozidla bolo PK-XXXBS, číslo prístroja bolo A410115 a čísla meraní boli 552, 553 a 554, vykonané s odstupom 20 a 45 minút.",", ž e  26. marca 2022 o 20.31 hodine, po predchádzajúcom požití alkoholických nápojov, viedol v Pezinku po ulici Dr. Bokeša osobné motorové vozidlo značky Renault Clio evidenčného čísla PK-XXXBS a pri kontrole policajnou hliadkou bolo orientačnou dychovou skúškou, vykonanou u neho prístrojom AlcoQuant 6020 plus, číslo prístroja A410115, čísla meraní 552, 553 a 554, s odstupom 20 a 45 minút v jeho dychu zistené 0,49 mg/1 alkoholu, 0,47 mg/1 alkoholu a 0,50 mg/1 alkoholu,"
108107287,alcohol,0.68,mg/l,0.70 mg/l; 0.71 mg/l; 0.77 mg/l; 0.56 mg/l,breath; breath; breath; breath,08:07; 08:24; 08:45; 09:14,,False,28.05.2022,08:07,outside town/city limits,,na ceste I/16 pri Čiernej lúke v smere od Rimavskej Soboty na Lučenec pri autobusovej zastávke,class_I,anonymized,,Oddelenie mýtnej polície,kontrolovaný hliadkou,traffic_check,valid,,Vodičom motorového vozidla bol Z. R. a vozidlo malo evidenčné číslo C.,"dňa 28.05.2022 o 08:07 hod. na ceste I/16 pri Čiernej lúke v smere od Rimavskej Soboty na Lučenec viedol ako vodič motorové vozidlo Z. R. s evidenčným číslom C., pričom bol pri autobusovej zastávke zastavený a kontrolovaný hliadkou Oddelenia mýtnej polície v N. a následnou dychovou skúškou mu bola v čase o 08:07 hod. nameraná hodnota 0,70 mg/l etanolu vo vydychovanom vzduchu, v čase o 08:24 hod. nameraná hodnota 0,71 mg/l etanolu vo vydychovanom vzduchu, v čase o 08:45 hod. nameraná hodnota 0,77 mg/l etanolu vo vydychovanom vzduchu a v čase o 09:14 hod. nameraná hodnota 0,56 mg/l etanolu vo vydychovanom vzduchu,"
109287719,alcohol,0.57,mg/l,0.57 mg/l,breath,10:41,Alcotest XXXX,False,03.07.2022,10:40,Topoľčany,24785,na ul. D. pri dome č. XXXX/XX,urban,Fiat Stilo,car,hliadkou príslušníkov OO PZ Topoľčany,zastavený a kontrolovaný,suspected_intoxication,valid,,"Motorové vozidlo malo evidenčné číslo T, pričom prístroj Alcotest XXXX mal evidenčné číslo O. XXXX a číslo merania XXXX.",":  ako vodič po tom, čo požil alkoholické nápoje dňa 03.07.2022 v čase o 10:40 h v Topoľčanoch na ul. D. viedol motorové vozidlo zn. Fiat Stilo, evidenčné číslo T kde počas jazdy bol v T. na ul. D. pri dome č. XXXX/XX zastavený a kontrolovaný hliadkou príslušníkov OO PZ Topoľčany, pričom bolo vykonanou dychovou skúškou na alkohol v čase o 10:41 h prístrojom Alcotest XXXX, číslo evidenčného čísla O. XXXX, číslo merania XXXX zistené, že viedol motorové vozidlo aj napriek tomu, že mu bola nameraná hodnota 0,57 mg/l alkoholu v dychu,"
110901612,alcohol,0.95,mg/l,0.97 mg/l; 0.94 mg/l,breath; breath,11:30; 12:00,Dräger Alcotest 7510,False,16.08.2022,11:25,anonymized,,"po parkovisku pred bytovým domom P. X. XX/XX, následne odbočil na ulicu H.",urban,Kia Sorento,car,hliadkou OO PZ Dubnica nad Váhom,kontrolovaný hliadkou,traffic_check,valid,,"Vozidlo malo EČV: N a jeho vlastníkom bola spoločnosť K. & C. I., s.r.o., pričom použitý prístroj Dräger Alcotest 7510 mal číslo ARMF-0475.",", že  dňa 16.08.2022 v čase o 11:25 hod. viedol osobné motorové vozidlo zn. Kia Sorento, EČV: N vlastníkom ktorého je K. & C. I., s.r.o., po parkovisku pred bytovým domom P. X. XX/XX, následne odbočil na ulicu H. v A. R. C., kde bol zastavený a kontrolovaný hliadkou OO PZ Dubnica nad Váhom, následne bol vodič vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholu pred jazdou, ktorú dobrovoľne vykonal na prístroji zn. Dräger Alcotest 7510, č. ARMF-0475, dňa 16.08.2022 v čase o 11:30 hod. s pozitívnym výsledkom merania 0,97 mg/l alkoholu v dychu, opakovanú dychovú skúšku vykonal tým istým prístrojom dňa 16.08.2022 v čase o 12:00 hod. s pozitívnym výsledkom merania 0,94 mg/l alkoholu v dychu,"
108180392,alcohol,,,,,,,True,XX.XX.XXXX,XX:XX,outside town/city limits,,"po ceste X/XX v smere od obce R. do obce X. Q. W., okres J.",other,anonymized,car,príslušníkmi Okresného dopravného inšpektorátu J.,dopravná kontrola,traffic_check,valid,,Vozidlo bolo osadené tabuľkami s evidenčným číslom U.,", ž e  dňa XX.XX.XXXX v čase približne o XX,XX hod. viedol osobné motorové vozidlo zn. J. - U. XXX O., Č. T.: B., s osadenými tabuľkami s ev. č. U., po ceste X/XX v smere od obce R. do obce X. Q. W., okres J., pričom bol predpísaným spôsobnom zastavený a kontrolovaný príslušníkmi Okresného dopravného inšpektorátu J., ktorými bol následne vyzvaný, aby sa podrobil vykonaniu dychovej skúške testovacím prístrojom na zistenie alkoholu vo vydychovanom vzduchu, čo však obvinený bez udania dôvodu odmietol, následne bol vyzvaný aj k lekárskemu vyšetreniu odberom a vyšetrením krvi, čo taktiež bez udania dôvodu odmietol,"
108180654,alcohol,1.29,mg/l,1.27 mg/l; 1.38 mg/l; 1.21 mg/l,breath; breath; breath,12:41; 12:56; 13:11,Alcotest 7410 č. ARFM-0190,False,05.07.2022,12:05,Brusno,,po ulici Okružná pri dome číslo 58 na Okružnej ulici,urban,Ford Mondeo,car,Obvodného oddelenia PZ Slovenská Ľupča,"po predchádzajúcom požití alkoholických nápojov, plne sa nevenoval vedeniu vozidla, zachytil pravou časťou vozidla kovovú konštrukciu",traffic_accident,valid,§ 4 ods. 1 písm. c zákona 8/20029 Z.z. o cestnej premávke a o zmene a doplnení niektorých zákonov,"Vodič bol zastavený svedkom P. U., ktorý ho strážil až do príchodu hliadky polície.",", že dňa 05.07.2022 v čase o 12.05 h po predchádzajúcom požití alkoholických nápojov ako vodič viedol osobné motorové vozidlo zn. Ford Mondeo, ev. č.: V., po ulici Okružná v obci Brusno, pričom sa plne nevenoval vedeniu vozidla a nesledoval situáciu v cestnej premávke a pri prejazde ulicou pri dome číslo 58 na Okružnej ulici v Brusne zachytil pravou časťou vozidla kovovú konštrukciu, následne v jazde pokračoval ešte niekoľko metrov, čím porušil § 4 ods. 1 písm. c zákona 8/20029 Z.z. o cestnej premávke a o zmene a doplnení niektorých zákonov, následne bol zastavený svedkom P. U., O.. XX.XX.XXXX, ktorý ho strážil až do príchodu hliadky polície Obvodného oddelenia PZ Slovenská Ľupča, kde vodiča podrobili dychovej skúške s prístrojom Alcotest 7410 č. ARFM-0190 dňa 05.07.2022 o 12.41 h s výsledkom 1,27 mg/l alkoholu v dychu, druhá dychová skúška dňa 05.07.2022 o 12.56 h s výsledkom 1,38 mg/l alkoholu v dychu a tretia dychová skúška dňa 05.07.2022 o 13.11 h s výsledkom 1,21 mg/l alkoholu v dychu,"
113139865,alkohol,,,0.70 mg/l; 0.63 mg/l,breath; breath,10:19; 10:34,AlcoQuant 6020 plus,False,27.09.2022,10:30,Banská Bystrica,78084,Na Zábave č. 1,urban,Škoda Fabia,car,hliadka okresného dopravného inšpektorátu Okresného riaditeľstva policajného zboru Banská Bystrica,"zistenie, či nie je pod vplyvom alkoholu",suspected_intoxication,valid,,Evidenčné číslo vozidla bolo D. XXX E. a sériové číslo prístroja bolo A410206.,"dňa 27. 09. 2022 v čase o 10.30 h ako vodič po predchádzajúcom požití alkoholického nápoja viedol motorové vozidlo továrenskej značky Škoda Fabia, evidenčného čísla D. XXX E., po ulici Na Zábave v Banskej Bystrici, kde bol na ulici Na Zábave č. 1 v Banskej Bystrici zastavený a kontrolovaný hliadkou okresného dopravného inšpektorátu Okresného riaditeľstva policajného zboru Banská Bystrica, kde pri kontrole bol okrem iného vyzvaný, aby sa podrobil dychovej skúške na zistenie, či nie je pod vplyvom alkoholu, ktorú neodmietol a prístroj AlcoQuant 6020 plus, č. A410206 mu po prefúknutí dňa 27. 09. 2022 v čase o 10.19 h nameral hodnotu 0,70 mg/l alkoholu v dychu, opakovanú dychovú skúšku vykonal dňa 27. 09. 2022 v čase o 10.34 h rovnakým prístrojom s výsledkom 0,63 mg/l alkoholu vdychu"
112416927,alcohol,0.57,mg/l,0.61 mg/l; 0.53 mg/l,breath; breath,18:23; 19:25,AlcoQuant 6020 plus,False,03.09.2022,18:04,Kláštor pod Znievom,,"smerom od ulice Záhradky na ulicu Gymnaziálnu, v mieste prebiehajúceho jarmoku",urban,anonymized,car,policajná hliadka,nevbratie zákruty a takmer vráženie do predajného stánku,traffic_violation,valid,,Merací prístroj AlcoQuant 6020 plus mal výrobné číslo A409797.,", ž e  - dňa 03.09.2022 v čase približne o 18:04 hod viedol ako vodič po predchádzajúcom požití alkoholu osobné motorové vozidlo značky Z. Z. XX s evidenčným číslom O. v obci Kláštor pod Znievom smerom od ulice Záhradky na ulicu Gymnaziálnu, v mieste prebiehajúceho jarmoku, pričom pri odbáčaní nevybral zákrutu a takmer vrazil do predajného stánku, kde s vozidlom zostal stáť, na čo bola privolaná policajná hliadka a bol vyzvaný, aby predložil doklady potrebné na vedenie a prevádzku motorového vozidla v cestnej premávke a po riadnom poučení bol vyzvaný k podrobeniu sa dychovej skúške na alkohol do elektronického meracieho prístroja zn. AlcoQuant 6020 plus, výrobné číslo A409797, kde výsledok dychovej skúšky bol v čase o 18:23 hod. pozitívny s nameranou hodnotou 0,61 mg/l (1,27 ‰) etanolu vo vydychovanom vzduchu, opakovanú dychovú skúšku v čase 19:25 hod. dňa 03.09.2022 vykonal do toho istého prístroja s výsledkom 0,53 mg/l (1,10 ‰) etanolu vo vydychovanom vzduchu,"
108359965,alcohol,0.69,mg/l,0.69 mg/l,breath,,AlcoQuant 6020 plus,False,04.07.2022,23:40,Most pri Bratislave,,ulici Veternej,urban,Lincoln Navigator,car,hliadkou Obvodného oddelenia Policajného zboru v Miloslavove,zastavený a kontrolovaný,traffic_check,valid,,"Výrobné číslo analyzátora dychu bolo A409633, vozidlo bolo striebornej farby s evidenčným číslom E. a obec Most pri Bratislave sa nachádza v okrese Senec.","dňa 04.07.2022 v čase okolo 23:40 hod., potom čo požil alkoholické nápoje, ktoré u neho zvýšili hladinu alkoholu v dychu na najmenej 0,69 mg/l vydychovaného vzduchu, čo bolo zistené dychovou skúškou analyzátorom dychu AlcoQuant 6020 plus, výrobné číslo A409633, viedol ako vodič osobné motorové vozidlo továrenskej značky Lincoln Navigator, striebornej farby, evidenčné číslo E., a to na ulici Veternej v obci Most pri Bratislave, okres Senec, pričom bol zastavený a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru v Miloslavove,"
108365639,alcohol,0.84,mg/l,0.80 mg/l; 0.95 mg/l; 0.78 mg/l,breath; breath; breath,13:45; 14:03; 14:57,AlcoQuant 6020 plus,False,16.06.2022,13:45,Hradište,,"po ceste II/579, ulica Hlavná v obci Hradište v smere na mesto Partizánske, na poľnej ceste v obci Hradište, neďaleko domu č. 1, okres Partizánske",class_II,Peugeot 206,car,hliadkou ODI PZ Partizánske,prekročenia maximálnej povolenej rýchlosti v obci,speeding,valid,,Osobné motorové vozidlo bolo modrej farby s ev. č. C a vodič riadne predložil doklady; prístroj AlcoQuant 6020 plus mal výrobné číslo A409597.,":  dňa 16.06.2022 v čase o 13:45 h viedol osobné motorové vozidlo zn. Peugeot 206, modrej farby, s ev. č. C po ceste II/579, ulica Hlavná v obci Hradište v smere na mesto Partizánske, kde bol predpísaným spôsobom zastavený a kontrolovaný hliadkou ODI PZ Partizánske na poľnej ceste v obci Hradište, neďaleko domu č. 1, okres Partizánske, z dôvodu prekročenia maximálnej povolenej rýchlosti v obci, načo bol vyzvaný na predloženie dokladov potrebných na vedenie a premávku vozidla, ktoré riadne predložil, následne bol po poučení vyzvaný, aby sa podrobil dychovej skúške prístrojom AlcoQuant 6020 plus s výrobným číslom A409597, kde po vykonaní dychovej skúšky mu bolo v čase 13:45 h toho istého dňa, nameraná hodnota 0,80 mg/l alkoholu v dychu, opakovanou dychovou skúškou, tým istým prístrojom v čase o 14:03 h nameraná hodnota 0,95 mg/l alkoholu v dychu a ďalšou opakovanou dychovou skúškou tým istým prístrojom mu bola v čase o 14:57 h nameraná hodnota 0,78 mg/l alkoholu v dychu"
108366553,alcohol,1.16,mg/l,1.16 mg/l,breath,18:56,AlcoQuant 6020 plus,False,11.06.2022,18:50,Chynorany,,na ulici Valentína Beniaka pri rodinnom dome č. 106/11,urban,Audi A4,car,Obvodné oddelenie PZ Partizánske,kontrola dokladov; orientačná dychová skúška,traffic_check; suspected_intoxication,valid,,Vozidlo malo farbu šedá metalíza a prístroj AlcoQuant 6020 plus mal výrobné číslo A408965.,":  dňa 11. 06. 2022 v čase asi o 18.50 h v obci Chynorany od križovatky s cestou I/64 po miestnej komunikácii - ulici Valentína Beniaka, viedla osobné motorové vozidlo zn. Audi A4 s e. č. R farby šedá metalíza, kde pri rodinnom dome č. 106/11 bola zastavená a kontrolovaná hliadkou Obvodného oddelenia PZ Partizánske, kedy po kontrole dokladov potrebných k vedeniu vozidla, pri následnej orientačnej dychovej skúške prístrojom AlcoQuant 6020 plus s výrobným číslom A408965 jej bola v čase o 18.56 h nameraná hodnota alkoholu v dychu 1,16 mg/l,"
114721581,alcohol,1.05,mg/l,1.04 mg/l; 1.06 mg/l,breath; breath,20:37; 21:09,"Alcotest 7410, ev. č. ARJJ-0467",False,06.10.2022,20:37,Nedožery Brezany,,po ceste I/64,class_I,anonymized,car,Obvodného oddelenia PZ Prievidza,Zastavený a kontrolovaný hliadkou PZ,traffic_check,valid,,Viedol osobné motorové vozidlo s evidenčným číslom N. XXX H. na trase z Prievidze.,"dňa 06.10.2022 viedol po ceste I/64 z Prievidze do obce Nedožery Brezany osobné motorové vozidlo značky Škoda J. s evidenčným číslom N. XXX H., kde bol v obci Nedožery Brezany v čase o 20:37 h zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Prievidza, počas čoho bol podrobený dychovej skúške na zistenie alkoholu prístrojom Alcotest 7410, ev. č. ARJJ-0467, ktorou mu bola v čase o 20.37 h nameraná hodnota 1,04 mg/l alkoholu v dychu a opakovanou dychovou skúškou vykonanou tým istým prístrojom v čase o 21:09 h hodnota 1,06 mg/l alkoholu v dychu,"
108401082,alcohol,0.76,mg/l,0.69 mg/l; 0.84 mg/l,breath; breath,10:22; 10:48,AlcoQuant 6020 plus,False,05.07.2022,10:20,Trnava,65033,ulici Bulharskej,urban,JCB 3CX,other,Pohotovostnej motorizovanej jednotky Krajského riaditeľstva Policajného zboru v Trnave,kontrolovaný,traffic_check,valid,,"Viedol pracovný stroj s EČV: TT Y, meranie bolo vykonané prístrojom s výrobným č. A410065 a malo čísla 181 a 182.",", že  dňa 05. 07. 2022 v čase okolo 10:20 hod. v meste Trnava po ulici Bulharskej, po predchádzajúcej konzumácii alkoholických nápojov, viedol ako vodič pracovný stroj samohybný, značky JCB 3CX, EČV: TT Y pričom bol zastavený a kontrolovaný hliadkou Pohotovostnej motorizovanej jednotky Krajského riaditeľstva Policajného zboru v Trnave a podrobený dychovej skúške elektrochemickým analyzátorom na zistenie alkoholu v dychu značky AlcoQuant 6020 plus, výrobného č. A410065, pričom pod číslom merania 10:22 hod. v čase o 181 mu bola nameraná hodnota vo výške 0,69 mg/l alkoholu v dychu a opakovanou dychovou skúškou elektrochemickým analyzátorom na zistenie alkoholu v dychu značky AlcoQuant 6020 plus, výrobného č. A410065, pod číslom merania 182 mu bola v čase o 10:48 hod. nameraná hodnota vo výške 0,84 mg/l alkoholu v dychu,"
108416237,alcohol,0.8,mg/l,0.80 mg/l,breath,,,False,27.06.2022,05:48,Trenčín,55383,po ul. Gen. M. R. Štefánika smerom od Trenčianskej Teplej do centra mesta pri budove ÚPSVaR,urban,Škoda Fabia,car,hliadkou OO PZ Trenčín,prekročenie maximálnej povolenej rýchlosti,speeding,valid,,Evidenčné číslo vozidla bolo TN-XXX-CL.,"dňa 27.06.2022 v čase o 05.48 hod. pod vplyvom alkoholu s 0,80 mg/l alkoholu v dychu viedol motorové vozidlo zn. Škoda Fabia, EČ: TN-XXX-CL, po ul. Gen. M. R. Štefánika v Trenčíne smerom od Trenčianskej Teplej do centra mesta s tým, že po zaznamenaní prekročenia maximálnej povolenej rýchlosti bol v čase o 05.50 hod. pri budove ÚPSVaR predpísaným spôsobom zastavený a kontrolovaný hliadkou OO PZ Trenčín,"
108476359,alcohol,0.51,mg/l,0.54 mg/l; 0.48 mg/l,breath; breath,23:25; 23:42,,False,08.07.2022,23:25,anonymized,,"miestnej časti B., pri autobusovej zastávke Y.",urban,Renault Megane,car,Okresný dopravný inšpektorát Zvolen,bol zastavený a kontrolovaný,traffic_check,valid,,Evidenčné číslo vozidla bolo F.-XXXAP.,", preto že  dňa 08.07.2022 v čase o 23.25 hod. po tom čo požil alkoholické nápoje a v čase o 23.25 hod mal v dychu 0,54 mg/l alkoholu a pri opakovanej dychovej skúške v čase o 23.42 hod mal v dychu 0,48 mg/l alkoholu, viedol ako vodič motorové vozidlo zn. Renault Megane, EČV: F.-XXXAP po miestnej komunikácii v F., miestnej časti B., kde pri autobusovej zastávke Y. bol zastavený a kontrolovaný hliadkou Okresného dopravného inšpektorátu Zvolen,"
108487542,alcohol,1.48,mg/l,1.48 mg/l,breath,21:31,Dräger 7510,False,13.05.2022,21:30,T.,,pred potravinami Coop Jednota,other,Suzuki Splash,car,OO PZ A.,,traffic_check,valid,,"Vozidlo viedol v obci Jacovce v smere jazdy na obec U., okres A., na ceste III/1722.",":  potom, čo ako vodič požil alkoholické nápoje dňa 13.05.2022 v čase o 21,30 hod. v obci Jacovce v smere jazdy na obec U., okres A., na ceste III/1722, viedol osobné motorové vozidlo Suzuki Splash EČ TO XXXEX, kde počas jazdy bol v obci T. pred potravinami Coop Jednota zastavený a kontrolovaný hliadkou príslušníkov OO PZ A., pričom bolo vykonanou dychovou skúškou na alkohol v čase o 21,31 hod. prístrojom Dräger 7510 číslo J.-XXXX číslo merania XXXXX zistené, že viedol vozidlo aj napriek tomu, že mu bola nameraná hodnota 1,48 mg/l alkoholu v dychu,"
108506049,alcohol,0.67,mg/l,0.67 mg/l,breath,21:50,AlcoQuant 6020 plus,False,28.03.2022,21:45,Smižany,,"po Mlynskej ulici, kde pri budove AGRO SPIŠ",urban,Renault Megane,car,Oddelenia železničnej polície PZ Spišská Nová Ves,kontrolovaný hliadkou,traffic_check,valid,,Vozidlo malo evidenčné číslo M. XXX X.,", ž e  dňa 28.03.2022 okolo 21:45 hod. viedol osobné motorové vozidlo zn. Renault Megane, ev. č. M. XXX X., v obci Smižany, okres Spišská Nová Ves, po Mlynskej ulici, kde pri budove AGRO SPIŠ bol zastavený a kontrolovaný hliadkou Oddelenia železničnej polície PZ Spišská Nová Ves, pričom počas kontroly bolo vykonanou dychovou skúškou prístrojom zn. AlcoQuant 6020 plus zistené, že v čase o 21:50 hod. mal v jednom litri ním vydychovaného vzduchu najmenej 0,67 mg alkoholu,"
